respid,fdate,qage,s1,s1a,s1com,s2,q1,q2,q3,q4,q5,q6,q7,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13_1,d13_2,d13_3,d13_4,d13_5,d13_6,d14a,d14b,d14c,d15,sex,party_co,age,race,cong_dis,weight
152625,210630,72,70-74, ,70-74,Yes,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Male,70-74 years,Yes,Yes,"Married,",Always,Something else,Moderate,"Post high school education, but with no degree",Not in the labor force for other reasons,No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,75,C,7,.938621
152675,210629,53,50-54, ,50-54,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Somewhat favorable,Male,50-54 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,Yes,No,Don't know or refused [DO NOT READ],F,U,53,C,2,1.123384
152679,210629,56,55-59, ,55-59,Yes,Somewhat Likely,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat oppose,Not very favorable,Male,55-59 years,No,Yes,"Married,",Most of the time,Independent,Moderate,2-year college degree,Self-employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$60,000 to less than $75,000",F,U,57,C,1,1.258484
152697,210628,64,60-64, ,60-64,Yes,Not very Likely,Extremely important,Very important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,Yes,Yes,"Married,",Most of the time,Democrat,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,64,C,3,1.079926
152811,210630,82,75+, ,75+,Yes,Somewhat Likely,Somewhat important,Somewhat important,Not very important,Somewhat important,Somewhat oppose,Not very favorable,Male,75 + years,No,Yes,"Married,",Always,Republican,Conservative,"Post high school education, but with no degree",Employed part-time,No,White/Caucasian, , , , , ,No,No,No,"$25,000 to less than $35,000",F,S,79,C,4,.995835
153003,210627,53,50-54, ,50-54,Yes,Extremely likely,Extremely important,Very important,Somewhat important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,Yes,No,"$150,000 to less than $200,000",M,S,52,C,7,1.225328
153106,210627,50,50-54, ,50-54,Yes,Not at all likely,Not at all important,Not at all important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Male,50-54 years,No,Yes,Currently Single and never been married,Always,Independent,None of the above [DO NOT READ],Don't know or refused [DO NOT READ],Employed full-time,No,White/Caucasian,Pacific Islander/Native Hawaiian/Other Race, , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,55,C,5,.418177
153293,210630,75,75+, ,75+,Yes,Extremely likely,Extremely important,Very important,Very important,Very important,Somewhat support,Very favorable,Male,75 + years,No,Yes,"Married,",Always,Democrat,Conservative,"0 to 12th grade, but with no diploma","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"Less than $15,000",F,E,72,B,5,.750096
153670,210628,51,50-54, ,50-54,Yes,Extremely likely,Very important,Very important,Very important,Very important,Somewhat support,Not at all favorable,Male,50-54 years,No,Yes,"Divorced,",About half the time,Republican,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"Less than $15,000",F,E,69,B,5,.84617
153782,210628,66,65-69, ,65-69,Yes,Not at all likely,Somewhat important,Somewhat important,Not very important,Not very important,Neither support or oppose [DO NOT READ],Not very favorable,Female,65-69 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,"$75,000 to less than $100,000",M,S,63,C,4,1.170382
153899,210630,71,70-74, ,70-74,Yes,Somewhat Likely,Extremely important,Somewhat important,Somewhat important,Very important,Somewhat support,Somewhat favorable,Female,70-74 years,No,Yes,"Married,",Always,Democrat,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,Don't know or refused [DO NOT READ],F,E,71,C,5,1.062288
153932,210628,999,Refused [DO NOT READ],55-59,55-59,Yes,Somewhat Likely,Very important,Not at all important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Male,55-59 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,Self-employed full-time,No,Pacific Islander/Native Hawaiian/Other Race, , , , , ,No,No,No,"$75,000 to less than $100,000",F,E,67,C,5,.468468
153957,210629,54,50-54, ,50-54,Yes,Very Likely,Very important,Extremely important,Very important,Very important,Strongly support,Extremely favorable,Female,50-54 years,No,No,"Married,",Always,Republican,Moderate,"Post-graduate study, but with no degree",Employed full-time,No,White/Caucasian, , , , , ,No,No,Yes,"$200,000 or more",F,S,54,C,1,1.225328
153965,210630,999,Refused [DO NOT READ],75+,75+,Yes,Not at all likely,Not at all important,Somewhat important,Don't know or refused [DO NOT READ],Not very important,Don't know or refused [DO NOT READ],Somewhat favorable,Female,75 + years,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Always,Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],Don't know or refused [DO NOT READ],No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,S,76,C,5,1.063092
154003,210630,75,75+, ,75+,Yes,Not at all likely,Very important,Very important,Somewhat important,Very important,Strongly support,Very favorable,Female,75 + years,No,Yes,"Married,",Always,Democrat,Liberal,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,S,74,C,5,1.063092
154005,210629,70,70-74, ,70-74,Yes,Not at all likely,Very important,Very important,Not at all important,Extremely important,Strongly support,Very favorable,Male,70-74 years,No,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$35,000 to less than $50,000",M,E,70,C,5,.938621
154013,210627,59,55-59, ,55-59,Yes,Very Likely,Very important,Not at all important,Very important,Very important,Somewhat oppose,Somewhat favorable,Female,55-59 years,Don't know or refused [DO NOT READ],No,Separated,Always,Democrat,None of the above [DO NOT READ],Don't know or refused [DO NOT READ],"Unemployed, but looking for work",No,Black/African American, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,59,B,2,.966596
154195,210628,73,70-74, ,70-74,Yes,Not at all likely,Somewhat important,Somewhat important,Very important,Somewhat important,Neither support or oppose [DO NOT READ],Don't know or refused [DO NOT READ],Male,70-74 years,No,Yes,"Married,",Always,Independent,Moderate,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$150,000 to less than $200,000",F,S,69,C,1,.938621
154284,210630,74,70-74, ,70-74,Yes,Not at all likely,Very important,Somewhat important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,70-74 years,No,Yes,"Married,",Always,Democrat,Liberal,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$60,000 to less than $75,000",F,E,70,C,1,.938621
154332,210627,77,75+, ,75+,Yes,Very Likely,Very important,Extremely important,Very important,Very important,Strongly oppose,Extremely favorable,Female,75 + years,No,Yes,"Married,",Always,Democrat,Conservative,"0 to 12th grade, but with no diploma","Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"$35,000 to less than $50,000",F,E,54,B,5,.800756
154340,210627,53,50-54, ,50-54,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Widowed,",Always,Democrat,Moderate,High school graduate or equivalent,Employed full-time,No,White/Caucasian,Black/African American, , , , ,No,Yes,No,"$25,000 to less than $35,000",F,E,53,B,6,.456126
154518,210629,67,65-69, ,65-69,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,65-69 years,No,No,"Widowed,",Always,Democrat,Moderate,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,U,57,C,1,1.170382
154541,210628,64,60-64, ,60-64,Yes,Don't know or refused [DO NOT READ],Extremely important,Not at all important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,60-64 years,No,No,"Married,",Always,Democrat,None of the above [DO NOT READ],High school graduate or equivalent,"Retired and not working at all,",No,Black/African American, , , , , ,No,No,No,"Less than $15,000",M,E,64,B,3,.960289
154590,210630,80,75+, ,75+,Yes,Somewhat Likely,Very important,Very important,Very important,Very important,Strongly support,Extremely favorable,Male,75 + years,No,Yes,"Married,",Most of the time,Democrat,Moderate,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",F,E,78,C,7,.995835
154719,210627,52,50-54, ,50-54,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,50-54 years,No,Yes,"Divorced,",Always,Democrat,Moderate,Graduate or professional degree,Employed full-time,No,Black/African American, , , , , ,Yes,Yes,Yes,"$60,000 to less than $75,000",F,E,52,B,5,.922958
154743,210630,75,75+, ,75+,Yes,Not at all likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Very favorable,Male,75 + years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$100,000 to less than $125,000",F,S,73,C,2,.995835
154762,210628,63,60-64, ,60-64,Yes,Not at all likely,Very important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,60-64 years,No,Yes,Currently Single and never been married,Always,Independent,Conservative,4-year college degree,Employed full-time,No,Black/African American, , , , , ,No,No,No,"$35,000 to less than $50,000",F,E,63,B,2,.813436
154893,210630,77,75+, ,75+,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,75 + years,Yes,Yes,"Widowed,","Seldom,",Republican,Conservative,High school graduate or equivalent,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$50,000 to less than $60,000",F,S,77,C,7,1.063092
154899,210630,70,70-74, ,70-74,Yes,Don't know or refused [DO NOT READ],Extremely important,Extremely important,Very important,Extremely important,Strongly support,Extremely favorable,Female,70-74 years,No,Yes,"Married,",Always,Republican,None of the above [DO NOT READ],High school graduate or equivalent,"Retired and not working at all,",Don't know or refused [DO NOT READ],White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],F,E,70,C,6,1.062288
154906,210629,73,70-74, ,70-74,Yes,Not very Likely,Very important,Very important,Don't know or refused [DO NOT READ],Not at all important,Somewhat oppose,Somewhat favorable,Male,70-74 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$100,000 to less than $125,000",M,S,73,C,4,.938621
154940,210630,75,75+, ,75+,Yes,Not at all likely,Not very important,Not at all important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Female,75 + years,Yes,Yes,"Married,",Always,Republican,Conservative,Graduate or professional degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$125,000 to less than $150,000",F,U,77,C,1,1.063092
154950,210629,56,55-59, ,55-59,Yes,Not very Likely,Somewhat important,Somewhat important,Not at all important,Not at all important,Strongly oppose,Not at all favorable,Male,55-59 years,No,Yes,"Married,",Always,Republican,Conservative,High school graduate or equivalent,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,"$100,000 to less than $125,000",F,S,54,C,1,1.258484
155020,210628,60,60-64, ,60-64,Yes,Not very Likely,Very important,Very important,Somewhat important,Somewhat important,Don't know or refused [DO NOT READ],Somewhat favorable,Male,60-64 years,No,Yes,"Married,",Always,Republican,Conservative,4-year college degree,Employed full-time,No,White/Caucasian, , , , , ,No,No,No,Don't know or refused [DO NOT READ],M,S,60,C,4,1.27489
155175,210629,59,55-59, ,55-59,Yes,Very Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Female,55-59 years,Yes,Yes,"Married,",Always,Democrat,Moderate,2-year college degree,Employed full-time,No,Black/African American, , , , , ,No,No,No,"$35,000 to less than $50,000",F,E,58,B,2,.966596
155195,210629,70,70-74, ,70-74,Yes,Somewhat Likely,Extremely important,Extremely important,Extremely important,Extremely important,Strongly support,Extremely favorable,Male,70-74 years,No,Yes,"Married,",Always,Independent,Moderate,"Post high school education, but with no degree","Retired and not working at all,",No,White/Caucasian, , , , , ,No,Yes,No,"$100,000 to less than $125,000",M,S,70,C,7,.938621
155492,210628,58,55-59, ,55-59,Yes,Extremely likely,Extremely important,Extremely important,Extremely important,Very important,Somewhat support,Very favorable,Female,55-59 years,No,Yes,"Married,",Always,Republican,Moderate,4-year college degree,"Retired and not working at all,",No,White/Caucasian, , , , , ,No,No,No,"$75,000 to less than $100,000",F,S,68,C,4,1.283263
